,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1728,43,management,married,tertiary,no,422,no,no,cellular,12,aug,110,1,-1,0,unknown,no
1729,28,technician,single,secondary,yes,-298,yes,no,unknown,3,jun,559,7,-1,0,unknown,no
1730,52,unemployed,married,primary,no,-110,no,yes,cellular,29,jan,141,1,-1,0,unknown,no
1731,34,technician,married,tertiary,no,1611,yes,no,cellular,11,may,490,2,-1,0,unknown,no
1732,50,management,single,primary,no,766,no,no,unknown,17,jun,174,2,-1,0,unknown,no
1733,42,technician,married,secondary,no,1048,yes,no,telephone,6,feb,23,2,-1,0,unknown,no
1734,46,management,married,tertiary,no,523,yes,no,cellular,6,may,105,4,366,2,failure,no
1735,42,management,divorced,tertiary,no,401,yes,no,cellular,24,jul,217,9,-1,0,unknown,no
1736,35,housemaid,married,primary,no,0,yes,no,cellular,14,jul,340,3,-1,0,unknown,no
1737,32,technician,married,secondary,no,167,yes,yes,cellular,8,aug,79,3,-1,0,unknown,no
1738,26,student,single,secondary,no,-147,no,no,unknown,4,jun,95,2,-1,0,unknown,no
1739,40,blue-collar,married,secondary,no,1100,yes,no,unknown,29,may,660,2,-1,0,unknown,no
1740,28,blue-collar,married,secondary,no,8,yes,no,cellular,15,may,196,1,-1,0,unknown,no
1741,42,management,divorced,unknown,no,7702,no,no,cellular,16,feb,138,2,-1,0,unknown,yes
1742,33,blue-collar,married,primary,no,925,no,no,cellular,20,nov,884,3,-1,0,unknown,no
1743,35,admin.,single,secondary,no,57,no,yes,cellular,8,jul,632,2,-1,0,unknown,no
1744,60,admin.,married,secondary,no,3043,no,no,cellular,19,aug,235,3,-1,0,unknown,no
1745,39,management,single,tertiary,no,0,yes,no,cellular,16,apr,81,2,-1,0,unknown,no
1746,31,student,single,tertiary,no,64,no,no,cellular,15,sep,208,1,105,2,success,no
1747,56,self-employed,married,secondary,no,800,no,yes,cellular,9,jul,170,1,-1,0,unknown,no
1748,25,services,married,secondary,no,72,yes,no,cellular,23,jul,305,2,-1,0,unknown,no
1749,35,blue-collar,divorced,secondary,no,0,yes,no,unknown,8,may,477,1,-1,0,unknown,no
1750,31,housemaid,single,tertiary,no,287,yes,no,cellular,19,nov,182,1,-1,0,unknown,no
1751,50,self-employed,married,tertiary,no,4012,no,no,cellular,19,nov,690,3,-1,0,unknown,no
1752,38,management,married,tertiary,no,-469,yes,no,unknown,16,jun,209,12,-1,0,unknown,no
1753,54,management,married,tertiary,no,8295,no,no,cellular,5,jun,207,1,-1,0,unknown,yes
1754,46,self-employed,married,tertiary,no,137,yes,yes,unknown,5,may,246,1,-1,0,unknown,no
1755,33,services,married,secondary,no,-333,yes,no,cellular,30,jul,329,5,-1,0,unknown,no
1756,37,management,married,tertiary,no,767,no,yes,cellular,2,feb,204,1,-1,0,unknown,no
1757,55,housemaid,married,secondary,no,139,no,no,cellular,22,aug,256,2,-1,0,unknown,no
1758,32,technician,married,secondary,no,84,no,yes,cellular,29,jul,403,3,-1,0,unknown,no
1759,78,retired,divorced,primary,no,229,no,no,telephone,22,oct,97,1,-1,0,unknown,yes
1760,43,blue-collar,married,primary,no,487,yes,no,unknown,7,may,548,2,-1,0,unknown,no
1761,23,blue-collar,single,unknown,no,817,yes,no,cellular,18,may,123,1,-1,0,unknown,no
1762,53,management,married,tertiary,no,1343,no,no,cellular,5,aug,129,4,-1,0,unknown,no
1763,26,management,single,tertiary,no,592,no,no,telephone,29,jan,145,2,164,1,other,no
1764,57,unemployed,married,secondary,no,0,no,no,unknown,19,jun,97,1,-1,0,unknown,no
1765,32,management,married,tertiary,no,2431,yes,no,cellular,14,may,646,5,-1,0,unknown,yes
1766,70,retired,married,secondary,no,2815,no,no,cellular,26,apr,125,2,182,1,failure,no
1767,50,entrepreneur,married,tertiary,no,433,yes,no,cellular,18,may,47,4,-1,0,unknown,no
1768,29,management,single,secondary,no,-105,yes,no,unknown,27,may,5,3,-1,0,unknown,no
1769,43,management,married,tertiary,no,348,no,yes,cellular,15,jul,88,3,-1,0,unknown,no
1770,30,services,married,secondary,no,699,yes,no,unknown,29,may,544,1,-1,0,unknown,no
1771,35,services,married,secondary,no,505,yes,yes,unknown,27,may,371,2,-1,0,unknown,no
1772,40,blue-collar,married,primary,no,98,yes,no,unknown,2,jun,193,5,-1,0,unknown,no
1773,37,management,married,primary,no,22856,no,no,cellular,2,jul,154,1,388,1,failure,no
1774,37,management,divorced,secondary,no,414,no,no,cellular,29,jan,293,2,162,4,failure,no
1775,36,technician,married,secondary,no,191,no,no,cellular,31,aug,69,1,-1,0,unknown,no
1776,39,management,single,tertiary,no,12437,no,no,telephone,18,nov,40,1,-1,0,unknown,no
1777,44,unemployed,single,secondary,no,3945,no,no,cellular,28,jan,255,1,-1,0,unknown,no
1778,45,entrepreneur,divorced,tertiary,no,1273,yes,yes,unknown,11,jun,197,3,-1,0,unknown,no
1779,35,management,married,tertiary,no,4286,yes,no,unknown,9,may,357,1,-1,0,unknown,no
1780,41,management,married,tertiary,no,6563,no,no,cellular,27,aug,136,8,-1,0,unknown,no
1781,50,technician,married,secondary,no,-568,yes,yes,unknown,28,may,860,2,-1,0,unknown,no
1782,53,management,married,tertiary,no,1319,yes,no,cellular,16,apr,427,1,150,1,failure,no
1783,74,retired,divorced,secondary,no,4079,no,no,cellular,19,oct,343,3,-1,0,unknown,yes
1784,32,self-employed,married,primary,no,286,yes,no,cellular,6,aug,175,1,-1,0,unknown,no
1785,53,management,married,tertiary,no,12,no,no,cellular,27,aug,345,10,-1,0,unknown,no
1786,52,self-employed,single,tertiary,no,1623,yes,no,unknown,5,jun,21,17,-1,0,unknown,no
1787,56,admin.,married,secondary,no,45,no,no,unknown,5,may,1467,1,-1,0,unknown,yes
1788,47,technician,divorced,tertiary,no,-1148,yes,yes,unknown,27,may,62,2,-1,0,unknown,no
1789,48,blue-collar,married,secondary,no,1159,yes,yes,cellular,15,may,1181,9,-1,0,unknown,no
1790,64,management,married,tertiary,no,679,no,no,telephone,22,apr,135,3,-1,0,unknown,no
1791,45,self-employed,married,secondary,no,706,no,no,cellular,30,apr,78,2,176,1,success,no
1792,39,blue-collar,married,secondary,no,-405,yes,no,cellular,8,may,177,1,-1,0,unknown,no
1793,41,management,married,tertiary,no,-29,no,no,cellular,29,jan,41,2,266,2,failure,no
1794,38,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,may,580,1,173,1,failure,no
1795,43,management,married,tertiary,no,0,yes,no,cellular,17,nov,110,1,-1,0,unknown,no
1796,31,technician,single,unknown,no,694,yes,no,unknown,6,jun,431,2,-1,0,unknown,no
1797,40,technician,divorced,secondary,no,-375,yes,no,cellular,13,may,60,5,-1,0,unknown,no
1798,31,technician,single,secondary,no,1094,yes,no,unknown,12,jun,93,8,-1,0,unknown,no
1799,42,technician,divorced,secondary,no,2974,yes,no,unknown,21,may,187,5,-1,0,unknown,no
1800,30,unemployed,married,primary,no,1787,no,no,cellular,19,oct,79,1,-1,0,unknown,no
1801,60,technician,married,primary,no,65,yes,no,unknown,9,may,1028,2,-1,0,unknown,yes
1802,39,blue-collar,married,unknown,no,157,yes,no,unknown,30,may,99,6,-1,0,unknown,no
1803,49,management,married,secondary,no,321,no,no,unknown,9,jun,135,3,-1,0,unknown,no
1804,29,management,divorced,tertiary,no,415,yes,yes,unknown,28,may,449,4,-1,0,unknown,no
1805,31,blue-collar,married,secondary,no,-498,yes,no,cellular,21,jul,357,1,-1,0,unknown,no
1806,36,blue-collar,married,secondary,no,-73,yes,yes,cellular,18,may,15,8,-1,0,unknown,no
1807,40,admin.,single,secondary,no,1670,yes,no,unknown,18,jun,161,2,-1,0,unknown,no
1808,34,technician,single,secondary,no,1076,no,no,cellular,8,aug,70,2,-1,0,unknown,no
1809,36,services,married,secondary,no,1981,no,no,unknown,17,jun,48,2,-1,0,unknown,no
1810,32,technician,divorced,secondary,no,-399,yes,no,unknown,2,jun,180,1,-1,0,unknown,no
1811,42,management,single,tertiary,no,515,yes,no,cellular,19,nov,501,2,-1,0,unknown,no
1812,34,technician,single,tertiary,no,632,no,no,cellular,22,aug,215,10,-1,0,unknown,no
1813,46,self-employed,married,secondary,no,548,no,no,cellular,12,aug,1181,4,-1,0,unknown,yes
1814,33,management,single,secondary,no,8004,no,no,cellular,19,nov,414,3,-1,0,unknown,no
1815,32,technician,single,tertiary,no,1059,yes,no,cellular,17,apr,115,1,-1,0,unknown,no
1816,31,blue-collar,married,secondary,no,1664,yes,no,cellular,20,apr,158,1,182,1,success,no
1817,34,blue-collar,married,secondary,no,518,yes,no,cellular,11,may,206,1,-1,0,unknown,no
1818,38,blue-collar,married,secondary,no,361,yes,no,unknown,11,jun,601,1,-1,0,unknown,no
1819,38,blue-collar,married,secondary,no,1663,yes,no,cellular,13,apr,217,3,327,1,failure,no
1820,49,unemployed,married,tertiary,no,377,no,no,cellular,22,may,158,1,59,2,failure,no
1821,43,blue-collar,married,primary,no,-93,yes,no,unknown,26,may,402,2,-1,0,unknown,no
1822,50,management,married,tertiary,no,4374,yes,no,cellular,21,nov,163,2,113,3,failure,no
1823,27,services,single,secondary,no,261,yes,yes,cellular,18,may,113,1,-1,0,unknown,no
1824,67,retired,married,unknown,no,696,no,no,telephone,4,may,77,2,-1,0,unknown,no
1825,34,admin.,married,secondary,no,645,yes,no,unknown,19,may,420,1,-1,0,unknown,no
1826,42,unemployed,divorced,tertiary,no,-166,no,no,cellular,29,aug,85,4,-1,0,unknown,no
1827,44,technician,married,secondary,no,10888,yes,no,cellular,5,aug,163,1,-1,0,unknown,no
1828,23,blue-collar,married,primary,no,1158,yes,no,cellular,16,apr,743,1,-1,0,unknown,no
1829,33,blue-collar,married,tertiary,no,1465,no,no,cellular,19,aug,98,4,-1,0,unknown,no
1830,32,management,married,tertiary,no,71,yes,no,cellular,21,jul,221,8,-1,0,unknown,no
1831,40,management,married,tertiary,no,-117,yes,no,cellular,17,jul,770,2,-1,0,unknown,no
1832,43,blue-collar,single,primary,no,2,yes,no,cellular,30,jul,783,3,-1,0,unknown,no
1833,30,management,married,tertiary,no,151,no,no,cellular,19,aug,82,4,-1,0,unknown,no
1834,44,self-employed,divorced,secondary,no,80,yes,yes,unknown,14,may,387,2,-1,0,unknown,no
1835,50,self-employed,married,secondary,no,2061,yes,yes,cellular,29,jan,197,2,244,3,failure,no
1836,32,blue-collar,single,secondary,no,2,no,no,unknown,9,may,144,2,-1,0,unknown,no
1837,57,management,married,tertiary,no,1172,no,no,unknown,18,jun,26,1,-1,0,unknown,no
1838,32,management,single,tertiary,no,577,no,no,cellular,7,aug,101,2,-1,0,unknown,no
1839,38,admin.,divorced,tertiary,no,86,yes,no,unknown,6,may,218,1,-1,0,unknown,no
1840,59,retired,married,secondary,no,5706,yes,no,cellular,25,jul,471,2,-1,0,unknown,no
1841,48,blue-collar,married,secondary,no,333,yes,no,cellular,14,may,24,6,-1,0,unknown,no
1842,36,management,single,tertiary,no,1531,yes,no,cellular,8,may,81,3,170,1,failure,no
1843,30,technician,married,secondary,no,616,yes,no,cellular,6,may,19,1,-1,0,unknown,no
1844,41,student,married,secondary,no,1309,no,no,unknown,20,jun,28,4,-1,0,unknown,no
1845,56,management,divorced,tertiary,no,2959,yes,no,telephone,18,may,325,1,-1,0,unknown,no
1846,33,services,married,secondary,no,90,yes,no,cellular,28,jul,263,2,-1,0,unknown,no
1847,48,blue-collar,married,secondary,no,-19,no,yes,unknown,4,jul,270,1,-1,0,unknown,no
1848,51,management,single,tertiary,yes,-55,yes,no,cellular,11,may,281,2,266,6,failure,no
1849,58,management,married,tertiary,no,172,no,no,cellular,19,aug,145,7,-1,0,unknown,no
1850,50,blue-collar,married,secondary,no,2320,yes,no,cellular,7,apr,310,1,-1,0,unknown,no
1851,83,retired,divorced,primary,no,1097,no,no,telephone,5,mar,181,1,-1,0,unknown,yes
1852,31,technician,single,tertiary,no,969,no,no,cellular,15,jun,95,1,-1,0,unknown,no
1853,52,management,married,tertiary,no,-11,yes,no,cellular,11,may,94,4,-1,0,unknown,no
1854,25,technician,single,tertiary,no,468,yes,no,unknown,15,may,147,1,-1,0,unknown,no
1855,40,services,married,secondary,no,-378,yes,yes,cellular,13,may,541,1,295,6,failure,no
1856,45,services,married,secondary,no,0,no,yes,cellular,8,jul,47,7,-1,0,unknown,no
1857,40,technician,married,secondary,no,-396,yes,no,unknown,26,may,127,1,-1,0,unknown,no
1858,29,management,married,tertiary,no,877,no,no,cellular,3,feb,166,3,-1,0,unknown,no
1859,38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,3,278,6,success,yes
1860,34,technician,married,secondary,no,209,yes,yes,cellular,8,apr,375,2,-1,0,unknown,no
1861,31,technician,single,secondary,no,433,no,no,cellular,11,aug,1504,2,-1,0,unknown,no
1862,36,services,married,secondary,no,3064,yes,no,telephone,11,may,1143,4,-1,0,unknown,no
1863,26,management,single,tertiary,no,1274,yes,no,cellular,1,jun,190,1,84,1,failure,no
1864,56,admin.,married,secondary,no,0,yes,no,telephone,19,nov,154,2,-1,0,unknown,no
1865,34,admin.,married,secondary,no,247,no,no,cellular,8,oct,401,2,-1,0,unknown,yes
1866,31,admin.,divorced,secondary,no,360,no,no,cellular,15,may,332,1,297,2,other,no
1867,58,retired,married,primary,no,0,no,no,cellular,4,aug,506,1,-1,0,unknown,no
1868,58,retired,married,secondary,no,425,yes,yes,cellular,17,nov,100,1,-1,0,unknown,no
1869,46,blue-collar,married,unknown,no,9328,yes,no,cellular,5,may,725,3,-1,0,unknown,yes
1870,36,management,married,tertiary,no,495,no,no,cellular,5,aug,157,3,97,2,success,yes
1871,45,blue-collar,divorced,primary,no,0,yes,no,cellular,21,jul,211,2,-1,0,unknown,no
1872,39,services,married,secondary,no,0,yes,no,unknown,20,may,793,2,-1,0,unknown,no
1873,41,blue-collar,married,primary,no,293,yes,yes,cellular,7,may,102,1,-1,0,unknown,no
1874,58,management,married,tertiary,no,2764,no,no,cellular,17,nov,235,1,-1,0,unknown,no
1875,19,student,single,primary,no,103,no,no,cellular,10,jul,104,2,-1,0,unknown,yes
1876,48,admin.,divorced,secondary,no,4099,no,no,cellular,2,apr,397,2,-1,0,unknown,yes
1877,35,retired,married,primary,no,285,yes,no,cellular,29,jan,136,1,-1,0,unknown,no
1878,30,management,single,tertiary,no,18,no,no,unknown,20,may,121,11,-1,0,unknown,no
1879,54,technician,divorced,secondary,no,784,yes,yes,unknown,15,may,579,1,-1,0,unknown,no
1880,46,admin.,married,secondary,no,556,yes,yes,unknown,15,may,646,3,-1,0,unknown,yes
1881,39,management,married,tertiary,no,2763,yes,no,unknown,2,jun,526,2,-1,0,unknown,yes
1882,44,blue-collar,married,primary,no,2657,yes,no,unknown,20,jun,202,2,-1,0,unknown,no
1883,23,technician,single,secondary,no,598,no,no,cellular,30,apr,166,1,-1,0,unknown,no
1884,31,unemployed,married,secondary,no,296,yes,no,unknown,20,may,378,3,-1,0,unknown,no
1885,36,unemployed,married,secondary,no,-872,yes,yes,cellular,20,nov,153,1,183,1,failure,no
1886,58,retired,married,secondary,no,11,no,no,cellular,11,aug,270,1,-1,0,unknown,no
1887,31,technician,married,secondary,no,171,no,no,cellular,27,aug,81,3,-1,0,unknown,no
1888,31,self-employed,single,secondary,no,360,yes,no,unknown,26,may,592,4,-1,0,unknown,no
1889,38,entrepreneur,married,tertiary,no,1514,no,yes,cellular,21,nov,160,3,120,3,failure,no
1890,38,self-employed,married,tertiary,no,846,no,no,cellular,2,jun,253,1,-1,0,unknown,no
1891,57,technician,married,secondary,no,839,no,yes,unknown,5,may,225,1,-1,0,unknown,no
1892,33,blue-collar,single,secondary,no,1925,yes,no,cellular,2,mar,76,2,-1,0,unknown,no
1893,87,retired,married,primary,no,230,no,no,cellular,30,oct,144,1,-1,0,unknown,yes
1894,29,services,single,secondary,no,-287,yes,no,cellular,18,may,196,1,-1,0,unknown,no
1895,36,technician,divorced,secondary,no,-435,yes,no,unknown,2,jun,85,8,-1,0,unknown,no
1896,59,housemaid,married,tertiary,no,0,no,yes,cellular,29,jul,376,2,-1,0,unknown,no
1897,52,management,married,tertiary,no,-970,yes,no,cellular,4,feb,489,1,-1,0,unknown,yes
1898,38,technician,married,secondary,no,994,no,no,unknown,9,jun,119,1,-1,0,unknown,no
1899,38,services,divorced,secondary,no,792,no,no,unknown,6,jun,430,1,-1,0,unknown,no
1900,60,retired,divorced,unknown,no,-49,yes,no,cellular,29,jan,188,1,261,2,failure,no
1901,34,technician,single,secondary,no,16,no,no,cellular,13,aug,990,1,-1,0,unknown,yes
1902,51,admin.,married,secondary,no,2662,no,no,telephone,28,jan,148,2,-1,0,unknown,no
1903,31,self-employed,married,secondary,no,33,no,no,cellular,6,aug,165,4,-1,0,unknown,no
1904,38,services,married,secondary,no,0,yes,no,telephone,28,jul,121,2,-1,0,unknown,no
1905,56,management,married,primary,no,772,yes,no,telephone,20,nov,291,1,-1,0,unknown,no
1906,50,management,married,tertiary,no,19447,yes,yes,cellular,21,nov,166,1,-1,0,unknown,no
1907,57,management,married,secondary,no,139,no,no,cellular,17,aug,80,1,-1,0,unknown,no
1908,38,management,married,tertiary,no,7124,no,no,unknown,16,jun,301,6,-1,0,unknown,no
1909,34,management,married,tertiary,no,573,no,no,cellular,10,aug,122,1,-1,0,unknown,no
1910,66,retired,married,tertiary,no,1948,no,no,cellular,28,jan,216,1,91,4,success,yes
1911,47,services,married,secondary,no,2597,yes,no,unknown,16,may,323,1,-1,0,unknown,no
1912,50,unemployed,divorced,secondary,no,32,no,no,cellular,4,aug,282,2,-1,0,unknown,no
1913,35,management,married,tertiary,no,2793,no,no,cellular,20,nov,258,2,-1,0,unknown,no
1914,35,services,married,secondary,no,0,yes,no,cellular,18,may,146,2,-1,0,unknown,no
1915,48,management,married,tertiary,no,7289,yes,no,cellular,2,feb,316,3,-1,0,unknown,no
1916,26,blue-collar,married,primary,no,5116,yes,no,cellular,22,jul,246,3,-1,0,unknown,no
1917,36,management,married,tertiary,no,0,yes,no,cellular,28,jan,60,1,250,1,other,no
1918,54,services,married,secondary,no,158,yes,no,unknown,19,may,198,1,-1,0,unknown,no
1919,53,admin.,single,secondary,no,1178,yes,no,unknown,15,may,295,2,-1,0,unknown,no
1920,46,blue-collar,married,primary,no,2749,yes,no,cellular,17,nov,332,1,-1,0,unknown,no
1921,39,technician,married,secondary,no,3663,no,no,cellular,11,aug,230,3,-1,0,unknown,no
1922,44,blue-collar,married,secondary,no,1910,yes,no,unknown,5,jun,41,1,-1,0,unknown,no
1923,51,admin.,married,secondary,no,2967,no,no,unknown,17,jun,83,2,-1,0,unknown,no
1924,45,admin.,divorced,unknown,no,998,yes,no,telephone,30,jul,38,2,-1,0,unknown,no
1925,31,technician,single,secondary,no,125,no,no,cellular,22,aug,78,2,-1,0,unknown,no
1926,30,admin.,married,secondary,no,124,no,no,telephone,16,jun,161,2,-1,0,unknown,no
1927,45,management,married,tertiary,no,-206,yes,no,cellular,6,may,337,2,-1,0,unknown,no
1928,34,management,married,secondary,no,15,no,no,cellular,25,aug,184,7,-1,0,unknown,no
1929,32,management,single,tertiary,no,12607,no,no,cellular,14,aug,203,5,84,1,failure,no
1930,34,technician,single,secondary,no,105,yes,no,cellular,7,may,146,2,171,3,failure,no
1931,32,technician,single,tertiary,no,569,no,yes,cellular,29,jan,348,1,-1,0,unknown,no
1932,48,services,divorced,secondary,no,3186,no,yes,cellular,9,apr,104,1,-1,0,unknown,no
1933,45,entrepreneur,married,tertiary,no,0,yes,no,cellular,29,jul,100,3,-1,0,unknown,no
1934,44,admin.,married,secondary,no,5181,yes,yes,cellular,31,jul,18,7,-1,0,unknown,no
1935,36,services,married,secondary,no,338,no,no,unknown,14,may,90,1,-1,0,unknown,no
1936,31,management,married,tertiary,no,2395,no,no,cellular,27,apr,218,1,-1,0,unknown,no
1937,35,admin.,married,tertiary,no,0,yes,no,cellular,28,jul,151,7,-1,0,unknown,no
1938,50,housemaid,single,unknown,no,0,no,no,telephone,28,jul,118,8,-1,0,unknown,no
1939,31,blue-collar,married,secondary,no,79,yes,yes,cellular,23,jul,235,11,-1,0,unknown,no
1940,25,admin.,married,secondary,no,242,yes,no,cellular,30,jul,62,12,-1,0,unknown,no
1941,56,technician,divorced,tertiary,no,401,yes,no,telephone,20,nov,26,1,-1,0,unknown,no
1942,57,self-employed,married,tertiary,yes,-3313,yes,yes,unknown,9,may,153,1,-1,0,unknown,no
1943,34,admin.,single,primary,no,0,yes,yes,cellular,6,may,172,4,-1,0,unknown,no
1944,50,technician,married,secondary,no,1130,yes,no,cellular,23,jul,119,2,-1,0,unknown,no
1945,55,retired,married,primary,no,8894,no,no,unknown,11,jun,262,1,-1,0,unknown,no
1946,35,admin.,married,secondary,no,147,yes,yes,cellular,29,jan,41,1,184,7,failure,no
1947,40,admin.,divorced,secondary,no,6,no,no,unknown,11,jun,140,1,-1,0,unknown,no
1948,40,blue-collar,married,secondary,no,440,yes,no,unknown,5,jun,327,2,-1,0,unknown,no
1949,33,admin.,married,secondary,no,0,yes,no,telephone,17,jul,1448,7,-1,0,unknown,yes
1950,23,management,single,tertiary,no,736,yes,no,cellular,30,apr,119,1,-1,0,unknown,no
1951,60,technician,single,tertiary,no,2934,no,no,cellular,8,aug,233,2,-1,0,unknown,no
1952,41,admin.,single,tertiary,no,982,no,no,cellular,23,jul,105,1,-1,0,unknown,no
1953,51,blue-collar,married,primary,no,42,yes,no,cellular,12,may,51,2,342,3,failure,no
1954,52,blue-collar,married,primary,no,36,no,no,cellular,13,aug,109,2,-1,0,unknown,no
1955,67,blue-collar,married,secondary,no,16353,no,no,cellular,27,oct,223,2,-1,0,unknown,no
1956,37,entrepreneur,married,tertiary,no,7944,no,no,cellular,21,nov,102,1,-1,0,unknown,no
1957,42,self-employed,married,secondary,no,97,no,no,cellular,10,jul,108,2,-1,0,unknown,no
1958,31,blue-collar,married,secondary,no,1660,yes,no,cellular,20,apr,342,1,-1,0,unknown,no
1959,44,self-employed,married,tertiary,no,134,no,no,cellular,28,aug,86,4,-1,0,unknown,no
1960,34,technician,single,tertiary,no,228,yes,no,cellular,22,jul,387,4,-1,0,unknown,no
1961,28,blue-collar,married,secondary,no,225,yes,yes,unknown,7,may,866,2,-1,0,unknown,no
1962,30,blue-collar,single,secondary,yes,447,no,no,unknown,14,may,103,6,-1,0,unknown,no
1963,51,housemaid,married,secondary,no,260,no,no,cellular,27,aug,316,5,-1,0,unknown,no
1964,52,blue-collar,divorced,primary,no,-97,yes,yes,unknown,9,may,167,4,-1,0,unknown,no
1965,35,management,married,tertiary,no,365,no,no,cellular,21,nov,168,2,-1,0,unknown,no
1966,31,technician,single,secondary,no,691,yes,no,cellular,8,may,198,1,-1,0,unknown,no
1967,38,admin.,married,tertiary,no,1988,no,no,cellular,27,mar,164,2,130,2,failure,yes
1968,30,admin.,single,secondary,no,105,yes,no,cellular,21,nov,75,1,-1,0,unknown,no
1969,58,retired,single,secondary,no,1640,no,yes,cellular,4,feb,72,6,274,4,failure,no
1970,32,admin.,single,secondary,no,1649,no,no,cellular,27,may,204,2,-1,0,unknown,no
1971,50,admin.,divorced,secondary,no,1111,yes,no,cellular,17,apr,50,1,-1,0,unknown,no
1972,41,entrepreneur,married,secondary,no,353,no,no,cellular,19,nov,90,2,-1,0,unknown,no
1973,30,technician,single,secondary,no,790,no,no,cellular,20,aug,696,3,-1,0,unknown,no
1974,56,management,divorced,tertiary,no,1016,yes,no,unknown,9,jun,184,5,-1,0,unknown,no
1975,24,technician,single,secondary,no,-46,yes,no,unknown,19,may,23,1,-1,0,unknown,no
1976,56,blue-collar,married,primary,no,151,no,no,cellular,3,feb,128,1,-1,0,unknown,no
1977,44,management,married,tertiary,no,4460,no,no,telephone,31,jul,168,2,-1,0,unknown,no
1978,40,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,245,3,-1,0,unknown,no
1979,49,technician,married,secondary,no,-147,yes,no,cellular,20,apr,390,1,-1,0,unknown,no
1980,38,self-employed,single,secondary,no,1146,yes,no,unknown,21,may,91,2,-1,0,unknown,no
1981,27,blue-collar,married,secondary,no,2171,yes,no,cellular,16,apr,130,1,323,1,other,no
1982,51,retired,divorced,secondary,no,343,yes,no,unknown,30,may,78,2,-1,0,unknown,no
1983,30,services,married,secondary,no,1743,yes,no,cellular,5,feb,192,4,-1,0,unknown,no
1984,31,admin.,married,secondary,no,88,yes,yes,cellular,8,aug,189,2,-1,0,unknown,no
1985,55,management,divorced,tertiary,no,9756,yes,no,cellular,5,jun,103,2,95,1,other,yes
1986,45,technician,married,secondary,no,315,yes,no,cellular,30,jun,103,1,-1,0,unknown,no
1987,43,technician,married,secondary,no,136,no,no,cellular,25,aug,363,7,-1,0,unknown,yes
1988,40,management,married,tertiary,no,8902,yes,no,cellular,14,aug,464,5,-1,0,unknown,no
1989,57,technician,married,secondary,no,3071,yes,yes,cellular,7,may,63,3,-1,0,unknown,no
1990,46,unemployed,divorced,primary,no,23,no,no,cellular,21,nov,344,1,-1,0,unknown,no
1991,47,services,married,tertiary,no,871,no,no,cellular,22,aug,602,9,-1,0,unknown,no
1992,46,technician,married,secondary,no,499,yes,no,cellular,31,jul,37,10,-1,0,unknown,no
1993,31,management,married,tertiary,no,2603,yes,no,cellular,11,feb,280,4,-1,0,unknown,yes
1994,34,blue-collar,married,secondary,no,3990,yes,no,cellular,24,jul,633,7,-1,0,unknown,no
1995,43,technician,divorced,secondary,no,167,no,no,cellular,4,aug,211,3,-1,0,unknown,no
1996,50,unknown,married,primary,no,341,yes,yes,cellular,20,apr,670,4,340,2,success,yes
1997,57,retired,married,secondary,no,1044,no,no,telephone,11,jan,585,1,192,2,success,yes
1998,72,retired,married,secondary,no,4130,no,no,cellular,12,nov,427,1,-1,0,unknown,no
1999,50,self-employed,married,unknown,no,-84,yes,no,unknown,6,may,101,1,-1,0,unknown,no
2000,33,blue-collar,married,secondary,no,137,no,yes,cellular,18,jul,305,12,-1,0,unknown,no
2001,79,retired,married,primary,no,8556,no,no,telephone,18,jan,326,2,272,2,success,yes
2002,48,services,married,secondary,yes,-20,no,no,cellular,20,aug,142,2,-1,0,unknown,no
2003,58,self-employed,married,primary,no,671,yes,no,unknown,17,jun,16,3,-1,0,unknown,no
2004,42,blue-collar,married,primary,no,0,yes,yes,cellular,7,may,209,2,-1,0,unknown,no
2005,49,management,married,tertiary,no,87,no,no,cellular,29,jan,165,1,-1,0,unknown,no
2006,31,self-employed,single,tertiary,no,96,no,no,cellular,5,feb,577,1,-1,0,unknown,no
2007,49,blue-collar,married,secondary,no,1568,no,no,unknown,21,may,206,6,-1,0,unknown,no
2008,29,management,single,tertiary,no,437,no,no,cellular,5,aug,504,1,92,1,success,yes
2009,46,blue-collar,single,secondary,no,324,yes,no,unknown,30,may,293,6,-1,0,unknown,no
2010,27,management,single,tertiary,no,0,yes,no,cellular,30,jan,323,4,-1,0,unknown,no
2011,23,entrepreneur,single,primary,no,4,yes,no,unknown,13,may,395,2,-1,0,unknown,yes
2012,37,management,married,tertiary,no,0,no,no,cellular,11,mar,129,4,107,2,failure,no
2013,57,technician,married,secondary,no,295,no,no,cellular,19,aug,151,11,-1,0,unknown,no
2014,37,management,married,tertiary,no,5106,no,no,cellular,30,apr,244,1,-1,0,unknown,yes
2015,40,management,single,secondary,no,192,yes,no,unknown,16,may,71,11,-1,0,unknown,no
2016,34,technician,married,secondary,no,351,yes,no,cellular,18,jul,467,1,-1,0,unknown,no
2017,54,technician,married,tertiary,no,876,no,no,cellular,27,oct,269,3,541,3,success,yes
2018,46,management,married,tertiary,no,-3,no,no,cellular,28,aug,205,2,-1,0,unknown,no
2019,46,services,married,secondary,no,2420,no,no,cellular,19,nov,405,2,-1,0,unknown,no
